fund_short_name,fund_name,register_number,price_type
子午小市值指数增强一号,子午小市值指数增强一号私募证券投资基金,SB4294,2
南京长木常青1号A类,南京长木常青1号私募证券投资基金A类份额,B2050A,2
半鞅量化精选1号B类,半鞅量化精选1号私募证券投资基金B类份额,XP584B,2
波克锐进多策略1号,波克锐进多策略1号私募证券投资基金,SB4549,1
子午中性十六号,子午中性十六号私募证券投资基金,SZS966,2
孝庸市场中性一号B类,孝庸市场中性一号私募证券投资基金B类份额,B3935B,2
世纪前沿量化对冲9号B类,世纪前沿量化对冲9号私募证券投资基金B类份额,JD518B,1
卓胜彤朗七号,卓胜彤朗七号私募证券投资基金,SB0510,2
顺义成致敬专享,顺义成致敬专享私募证券投资基金,SB4257,2
优美利金安长牛2号A类,优美利金安长牛2号私募证券投资基金A类份额,JX919A,1
孝庸指数增强1号,孝庸指数增强1号私募证券投资基金,SB5898,1
锐联多元化旗舰五号,锐联多元化旗舰五号私募证券投资基金,SVK452,1
平凡笃行1号A类,平凡笃行1号私募证券投资基金A类份额,LK419A,2
鑫乐达8号,鑫乐达8号私募证券投资基金,SB5005,1
宽辅专享1号,宽辅专享1号私募证券投资基金,SB5590,2
世纪前沿金选中证1000指数增强1号,世纪前沿金选中证1000指数增强1号私募证券投资基金,SB2373,2
正瀛骐骥1号,正瀛骐骥1号私募证券投资基金,SZV053,2
磐松市场中性进取1号,磐松市场中性进取1号私募证券投资基金,SB6407,1
正仁春晓中性,正仁春晓中性私募证券投资基金,SB3110,2
半鞅多策略进取1号,半鞅多策略进取1号私募证券投资基金,SB5848,1
大岩市场中性2号A类,大岩市场中性2号私募证券投资基金A类份额,EZ916A,2
大岩超越500A类,大岩超越500私募证券投资基金A类份额,X8685A,2
波克天工量化指增1号,波克天工量化指增1号私募证券投资基金,SB9154,2
甬远红日9号,甬远红日9号私募证券投资基金,SB7993,2
磐松微盘股指数增强1号,磐松微盘股指数增强1号私募证券投资基金,SB9512,1
汉鸿无量一号,汉鸿无量一号私募证券投资基金,SB5759,2
磐松市场中性1号,磐松市场中性1号私募证券投资基金,SB9398,2
上海宽德沪深300指数增强臻享2号,上海宽德沪深300指数增强臻享2号私募证券投资基金,SB9047,2
瀚鑫纸鸢量化优选A类,瀚鑫纸鸢量化优选私募证券投资基金A类份额,ZC020A,1
宽德国证2000指数增强5号,宽德国证2000指数增强5号私募证券投资基金,SZZ419,2
翼品商品指数增强1号,翼品商品指数增强1号私募证券投资基金,SZZ512,1
万维-偲科聆中证500指增1号A类,万维-偲科聆中证500指增1号私募证券投资基金A类份额,XY527A,2
正仁江海远山17期,正仁江海远山17期私募证券投资基金,SAAP03,2
蒙玺沪深300指数量化1号,蒙玺沪深300指数量化1号私募证券投资基金,SAAQ65,2
正定中证500指数增强1号,正定中证500指数增强1号私募证券投资基金,SAAT35,2
洛炎指增二号A类,洛炎指增二号私募证券投资基金A类份额,NN552A,2
甬远红日10号,甬远红日10号私募证券投资基金,SABC81,2
万维股票多空3号,万维股票多空3号私募证券投资基金,SABQ63,2
图灵佩利增强3号,图灵佩利增强3号私募证券投资基金,SAAH95,1
熙盛睿成进取1号商品对冲,熙盛睿成进取1号商品对冲私募证券投资基金,SABP46,1
量派聚核46号,量派聚核46号私募证券投资基金,SB4893,2
联海天王星3号,联海天王星3号私募证券投资基金,SABQ43,1
千衍六贞1号,千衍六贞1号私募证券投资基金,SACG52,2
正定中证1000指数增强1号,正定中证1000指数增强1号私募证券投资基金,SAAT36,2
世纪前沿中证2000指数增强1号,世纪前沿中证2000指数增强1号私募证券投资基金,SACU97,2
光夏山海一号,光夏山海一号私募证券投资基金,SB8922,2
汉鸿青云1号,汉鸿青云1号私募证券投资基金,SACF54,2
艮岳谦益量化选股1号,艮岳谦益量化选股1号私募证券投资基金,SACP16,1
子午300指数增强一号,子午300指数增强一号私募证券投资基金,SACQ78,2
创世纪顾锝新锐1号,创世纪顾锝新锐1号私募证券投资基金,SACQ68,2
蒙玺中证2000指数量化1号,蒙玺中证2000指数量化1号私募证券投资基金,SABC45,2
乐金驰铭1号,乐金驰铭1号私募证券投资基金,SB9074,2
因诺专享CTA1号,因诺专享CTA1号私募证券投资基金,SACX53,2
联海基石3号,联海基石3号私募证券投资基金,SACZ14,2
瀛赐创生,瀛赐创生私募证券投资基金,SACJ72,2
无隅磐石五号,无隅磐石五号私募证券投资基金,SACW48,2
简文赤焰,简文赤焰私募证券投资基金,SABQ11,1
哈希玄武一号B类,哈希玄武一号私募证券投资基金B类份额,ZG426B,1
嘉和传承精研倍赢一期,嘉和传承精研倍赢一期私募证券投资基金,SACJ77,1
蒙玺万得小市值指数量化1号,蒙玺万得小市值指数量化1号私募证券投资基金,SACW59,2
正仁潮汐300一号,正仁潮汐300一号私募证券投资基金,SADB61,2
赜远量化选股7号A类,赜远量化选股7号私募证券投资基金A类份额,SW203A,2
甬远稳健增长九期,甬远稳健增长私募证券投资基金九期,SAEF53,2
龙旗中证2000指增1号,龙旗中证2000指增1号私募证券投资基金,SABP06,2
进化论多棱镜中证1000指数增强,进化论多棱镜中证1000指数增强私募证券投资基金,SACM99,1
进化论多棱镜对冲一号,进化论多棱镜对冲一号私募证券投资基金,SADW28,1
哈希可转债量化对冲1号E类,哈希可转债量化对冲1号E类私募证券投资基金,SADE72,2
甬远量化选股1号,甬远量化选股1号私募证券投资基金,SADZ72,2
正仁安晟双创择时,正仁安晟双创择时私募证券投资基金,SAEE44,2
巨量均衡中证1000进取型指数增强一号,巨量均衡中证1000进取型指数增强一号私募证券投资基金,SAET88,1
旌安思源1号,旌安思源1号私募证券投资基金,SAEU46,1
世纪前沿正安量化对冲一号,世纪前沿正安量化对冲一号私募证券投资基金,SAEV95,1
嗣盈迪辐转债2号A类,嗣盈迪辐转债2号私募证券投资基金A类份额,JM644A,2
念觉广胜500指增1号,念觉广胜500指增1号私募证券投资基金,SADX73,2
巨量均衡小微沧海九号,巨量均衡小微沧海九号私募证券投资基金,SAEL58,2
鲸域禾源一期,鲸域禾源一期私募证券投资基金,SAFY60,2
微观博易-宝途二号,微观博易-宝途二号私募证券投资基金,SACS58,1
平方和鼎盛中证2000指数增强21号,平方和鼎盛中证2000指数增强21号私募证券投资基金,SAEW78,2
玉数涵瑞专享二十号,玉数涵瑞专享二十号私募证券投资基金,SAFS80,2
赜远致行500指数增强1号,赜远致行500指数增强1号私募证券投资基金,SAEU15,2
笃熙禀泰安享悦盈2号,笃熙禀泰安享悦盈2号私募证券投资基金,SAGV82,2
半鞅量化对冲1号B类,半鞅量化对冲1号私募证券投资基金B类份额,VS371B,2
磐松红利指数增强1号,磐松红利指数增强1号私募证券投资基金,SAGF05,1
正瀛骐骥21号,正瀛骐骥21号私募证券投资基金,SAES08,2
磐松市场中性2号,磐松市场中性2号私募证券投资基金,SAHN62,2
量派金选量化对冲7号B类,量派金选量化对冲7号私募证券投资基金B类份额,SS284B,2
积沐发现者一号,积沐发现者一号私募证券投资基金,SADH14,2
千衍六贞1号B类,千衍六贞1号私募证券投资基金B类份额,ACG52B,1
世纪前沿红利优选1号,世纪前沿红利优选1号私募证券投资基金,SAHL94,2
笃熙禀泰安享悦盈1号,笃熙禀泰安享悦盈1号私募证券投资基金,SAHY33,2
鸣石CTA套利1号量化,鸣石CTA套利1号量化私募证券投资基金,SAHZ51,2
双隆-隆成拓展3号,双隆-隆成拓展3号私募证券投资基金,SAHM71,1
世纪前沿中证全指指数增强1号,世纪前沿中证全指指数增强1号私募证券投资基金,SAGJ69,2
衍复中证全指指数增强一号,衍复中证全指指数增强一号私募证券投资基金,SAGY63,1
聚宽中证2000增强一号,聚宽中证2000增强一号私募证券投资基金,SAHX26,1
子午量化选股七号,子午量化选股七号私募证券投资基金,STL520,2
进化论多棱镜沪深300指数增强,进化论多棱镜沪深300指数增强私募证券投资基金,SAJH39,1
积沐领航者一号,积沐领航者一号私募证券投资基金,SAJJ90,1
积沐发现者,积沐发现者私募证券投资基金,SADH15,2
旌安思源1号B类,旌安思源1号私募证券投资基金B类份额,AEU46B,2
积沐领航者,积沐领航者私募证券投资基金,SAJJ91,2
翰荣安晟进取一号,翰荣安晟进取一号私募证券投资基金,SAJQ44,2
量派CTA一号A类,量派CTA一号私募证券投资基金A类份额,AET98A,2
量派CTA八号A类,量派CTA八号私募证券投资基金A类份额,AGZ17A,2
磐松市场中性进取2号,磐松市场中性进取2号私募证券投资基金,SAJR60,2
和谐汇一远见1号1期,和谐汇一远见1号1期私募证券投资基金,SAJP74,2
甬远稳健增长七期,甬远稳健增长私募证券投资基金七期,SABA33,2
和谐汇一远见1号,和谐汇一远见1号私募证券投资基金,SAJP70,1
合骥睿源2000增强1号,合骥睿源2000增强1号私募证券投资基金,SAHC74,1
创世纪顾锝群英1号A类,创世纪顾锝群英1号私募证券投资基金A类份额,AJC45A,2
特夫郁金香六号,特夫郁金香六号私募证券投资基金,SAJN34,2
嘉和传承精研倍赢二期,嘉和传承精研倍赢二期私募证券投资基金,SAJV57,1
特夫郁金香九号,特夫郁金香九号私募证券投资基金,SAJX68,2
博弈渭华翔昇三号,博弈渭华翔昇三号私募证券投资基金,SAKX56,1
佳岳-元榕1号,佳岳-元榕1号私募证券投资基金,SAKS40,1
波克天工量化选股1号,波克天工量化选股1号私募证券投资基金,SAKU95,2
玉数涵瑞专享二十一号,玉数涵瑞专享二十一号私募证券投资基金,SAKG42,2
省心享弈倍兴泰锐进1号,省心享弈倍兴泰锐进1号私募证券投资基金,SAKH90,2
喜世润黄金增强1号,喜世润黄金增强1号私募证券投资基金,SAHS26,1
合骥择时对冲6号,合骥择时对冲6号私募证券投资基金,SAFE48,1
日青木化思享1号,日青木化思享1号私募证券投资基金,SALB45,2
创世纪顾锝群英3号,创世纪顾锝群英3号私募证券投资基金,SALA25,2
佳岳-元榕1号A类,佳岳-元榕1号私募证券投资基金A类份额,AKS40A,2
蒙玺万得全A等权指数量化1号,蒙玺万得全A等权指数量化1号私募证券投资基金,SALL11,2
积沐征服者,积沐征服者私募证券投资基金,SAJS57,2
奇盾安富尊荣2号,奇盾安富尊荣2号私募证券投资基金,SALT65,2
米纳中证央企指数增强1号,米纳中证央企指数增强1号私募证券投资基金,SALH89,2
长鲸探微优选1号,长鲸探微优选1号私募证券投资基金,SAKV26,2
简文日昇6号,简文日昇6号私募证券投资基金,SALU67,2
钇远茂承1号,钇远茂承1号私募证券投资基金,SAMK46,2
深圳知行通达稳达12号A类,深圳知行通达稳达12号私募证券投资基金A类份额,XD999A,2
创世纪顾锝群英3号A类,创世纪顾锝群英3号私募证券投资基金A类份额,ALA25A,2
量派金选中证500指数增强14号B类,量派金选中证500指数增强14号私募证券投资基金B类份额,NK917B,2
积沐发明家一号,积沐发明家一号私募证券投资基金,SAML97,2
榕树海北证选股1号,榕树海北证选股1号私募证券投资基金,SAMJ60,2
平方和衡盛10号B类,平方和衡盛10号私募证券投资基金B类份额,XC092B,2
融成水滴石穿2号,融成水滴石穿2号私募证券投资基金,SAKQ77,1
玉数涵瑞专享十八号,玉数涵瑞专享十八号私募证券投资基金,SAMW19,2
千衍六明2号,千衍六明2号私募证券投资基金,SALN78,2
米纳北证量化选股1号,米纳北证量化选股1号私募证券投资基金,SAMF44,2
澜音全球国债宝1号,澜音全球国债宝1号私募证券投资基金,SAMN05,2
钇远泽灵1号,钇远泽灵1号私募证券投资基金,SAMW90,2
孝庸魔方汇股票优选一号B类,孝庸魔方汇股票优选一号私募证券投资基金B类份额,AFK11B,2
配邦赤子二号,配邦赤子二号私募证券投资基金,SAMT60,1
巨量均衡风暴一号,巨量均衡风暴一号私募证券投资基金,SAMT86,1
超量子省心享量选1号,超量子省心享量选1号私募证券投资基金,SAMM76,2
时间序列多策略对冲1号B类,时间序列多策略对冲1号私募证券投资基金B类份额,QP041B,2
三亚知行通达汇智12号A类,三亚知行通达汇智12号私募证券投资基金A类份额,XK770A,2
铭跃行远均衡专享十三号,铭跃行远均衡专享十三号私募证券投资基金,SANE63,2
半鞅CTA均衡1号B类,半鞅CTA均衡1号私募证券投资基金B类份额,ZB342B,2
华年中性2号A类,华年中性2号私募证券投资基金A类份额,AMV18A,2
半鞅中证500指数增强B类,半鞅中证500指数增强私募证券投资基金B类份额,TT008B,2
泓原香湾中证1000指数增强1号,泓原香湾中证1000指数增强1号私募证券投资基金,SAML60,2
创世纪顾锝屠龙1号,创世纪顾锝屠龙1号私募证券投资基金,SANM92,2
鸣石金选12B号A类,鸣石金选12B号私募证券投资基金A类份额,JW383A,2
衍复中证全指指数增强一号B类,衍复中证全指指数增强一号私募证券投资基金B类份额,AGY63B,2
申九元数多元1号,申九元数多元1号私募证券投资基金,SAMD52,2
盈怀问荆1号,盈怀问荆1号私募证券投资基金,SANZ78,1
格林基金鲲鹏8号,格林基金鲲鹏8号集合资产管理计划,SANX77,2
创奥科技主题ETF稳进1号,创奥科技主题ETF稳进1号私募证券投资基金,SANS81,2
时间序列红利增强1号B类,时间序列红利增强1号私募证券投资基金B类份额,SV122B,2
华年进取2号A类,华年进取2号私募证券投资基金A类份额,ANC63A,2
简文日昇8号,简文日昇8号私募证券投资基金,SANR59,1
简文日昇8号B类,简文日昇8号私募证券投资基金B类份额,ANR59B,2
简文日昇1号B类,简文日昇1号私募证券投资基金B类份额,TA666B,2
云起中鑫20号,云起中鑫20号私募证券投资基金,SAPJ87,2
坤望隆盛专享1号,坤望隆盛专享1号私募证券投资基金,SAPM41,2
锡和骐骥1号,锡和骐骥1号私募证券投资基金,SAPL25,1
无涯中证1000指数增强1号,无涯中证1000指数增强1号私募证券投资基金,SADH56,2
中盈蓝景鑫锋1号,中盈蓝景鑫锋1号私募证券投资基金,SAPL43,1
千衍六和36号2000增强,千衍六和36号2000增强私募证券投资基金,SABF02,2
奇盾安富尊荣3号,奇盾安富尊荣3号私募证券投资基金,SAPY25,2
郁金香星火1号,郁金香星火1号私募证券投资基金,SAQF16,2
世纪前沿中证A500指数增强1号,世纪前沿中证A500指数增强1号私募证券投资基金,SAQJ05,2
致远中证A500指数增强,致远中证A500指数增强私募证券投资基金,SAQP32,2
秋水长天星驰平衡1号,秋水长天星驰平衡1号私募证券投资基金,SANY61,1
进化论多棱镜中证A500指数增强,进化论多棱镜中证A500指数增强私募证券投资基金,SAPY74,2
龙旗新质A500指增,龙旗新质A500指增私募证券投资基金,SAQE05,2
正瀛骐骥指数增强1号,正瀛骐骥指数增强1号私募证券投资基金,SAQC67,2
量派中证2000指数增强62号A类,量派中证2000指数增强62号私募证券投资基金A类份额,AJB21A,2
启林心享5号,启林心享5号私募证券投资基金,SAPM96,2
托特A500指数增强1号,托特A500指数增强1号私募证券投资基金,SAQM82,2
创世纪顾锝屠龙2号,创世纪顾锝屠龙2号私募证券投资基金,SAQS85,2
上海正瀛天洋一号,上海正瀛天洋一号私募证券投资基金,SARD35,2
时间序列红利指增2号,时间序列红利指增2号私募证券投资基金,SARA08,2
正仁股票择时一期,正仁股票择时一期私募证券投资基金,SARD76,2
正瀛骐骥指数增强6号,正瀛骐骥指数增强6号私募证券投资基金,SARA78,2
积沐知行者,积沐知行者私募证券投资基金,SAPJ92,2
量客明晟1号B类,量客明晟1号私募证券投资基金B类份额,QT188B,2
正瀛骐骥指数增强17号,正瀛骐骥指数增强17号私募证券投资基金,SARV98,2
华年A500指数增强1号,华年A500指数增强1号私募证券投资基金,SARV66,2
和美水豚中证A500指数增强,和美水豚中证A500指数增强私募证券投资基金,SAQZ45,2
立心学院菁英增强3号,立心学院菁英增强3号私募证券投资基金,SARG03,2
波克宏观配置1号,波克宏观配置1号私募证券投资基金,SARZ77,2
创世纪顾锝群英8号,创世纪顾锝群英8号私募证券投资基金,SARP92,2
龙旗科技创新精选1号,龙旗科技创新精选1号私募证券投资基金,SACB34,2
创奥科技主题ETF轮动1号,创奥科技主题ETF轮动1号私募证券投资基金,SAQV88,2
华年量化选股择时1号,华年量化选股择时1号私募证券投资基金,SASK40,2
申九元数多资产进取,申九元数多资产进取私募证券投资基金,SASP33,1
国联证券陆联1号FOF,国联证券陆联1号FOF单一资产管理计划,SAST37,2
铭跃量选50,铭跃量选50私募证券投资基金,SAQJ54,2
聚宽A500指数增强一号,聚宽A500指数增强一号私募证券投资基金,SARA05,1
简文日昇2号,简文日昇2号私募证券投资基金,SASJ15,2
长鲸探微进取1号,长鲸探微进取1号私募证券投资基金,SASY40,2
顽岩量化选股1号,顽岩量化选股1号私募证券投资基金,SATW62,2
致达京贝A类,致达京贝私募证券投资基金A类份额,XT404A,2
长鲸探寻进取1号,长鲸探寻进取1号私募证券投资基金,SATE50,2
量盈日升专享1号A类,量盈日升专享1号私募证券投资基金A类份额,VU173A,2
正瀛骐骥祥瑞指数增强1号,正瀛骐骥祥瑞指数增强1号私募证券投资基金,SAUF16,2
奇盾安富尊荣4号混合对冲,奇盾安富尊荣4号混合对冲私募证券投资基金,SATS63,2
同温层中证1000指数增强1号A类,同温层中证1000指数增强1号私募证券投资基金A类份额,NF206A,1
交叉智能恒元1号,交叉智能恒元1号私募证券投资基金,SATZ55,2
具力金箍棒3号B类,具力金箍棒3号私募证券投资基金B类份额,VU339B,2
交叉智能恒元1号A类,交叉智能恒元1号私募证券投资基金A类份额,ATZ55A,1
正合景行1号,正合景行1号私募证券投资基金,SAUK80,2
钰泰蓝田稳健1号,钰泰蓝田稳健1号私募证券投资基金,SATQ50,2
孝庸指数增强1号A类,孝庸指数增强1号私募证券投资基金A类份额,B5898A,2
量派国证2000增强28号C类,量派国证2000增强28号私募证券投资基金C类份额,VH784C,1
洛炎专享1号,洛炎专享1号私募证券投资基金,SAUN61,1
托特中证2000指数增强5号,托特中证2000指数增强5号私募证券投资基金,SAVG04,2
绰瑞汇海9号A类,绰瑞汇海9号私募证券投资基金A类份额,TB980A,2
正合凌云1号,正合凌云1号私募证券投资基金,SAVE71,1
洛炎CTA专享1号,洛炎CTA专享1号私募证券投资基金,SAVB64,2
创世纪顾锝群英10号,创世纪顾锝群英10号私募证券投资基金,SATM52,2
平凡战旗,平凡战旗私募证券投资基金,SAVR76,1
洛炎祥瑞指增1号,洛炎祥瑞指增1号私募证券投资基金,SAVV16,2
洛炎专享1号A类,洛炎专享1号私募证券投资基金A类份额,AUN61A,2
远和可颂1号,远和可颂1号私募证券投资基金,SAWB02,2
简文致盛尊享一号,简文致盛尊享一号私募证券投资基金,SAVV99,2
艳珍天衡智盾1号,艳珍天衡智盾1号私募证券投资基金,SAWC07,2
钇远永意1号A类,钇远永意1号私募证券投资基金A类份额,AUG23A,2
创世纪顾锝屠龙4号,创世纪顾锝屠龙4号私募证券投资基金,SAWM19,2
远和可安1号,远和可安1号私募证券投资基金,SAWW89,2
乾象股票优选1号B类,乾象股票优选1号私募证券投资基金B类份额,B9873B,2
涌涵中证500指数增强1号,涌涵中证500指数增强1号私募证券投资基金,SAWA23,2
远和可旺1号,远和可旺1号私募证券投资基金,SAXN65,2
微观博易-金选黎夏中证2000指数增强一号,微观博易-金选黎夏中证2000指数增强一号私募证券投资基金,SAUA91,2
云起量选17号,云起量选17号私募证券投资基金,SAVH09,2
众量资产添运5号,众量资产添运5号私募证券投资基金,SAXD10,2
远和可悦1号,远和可悦1号私募证券投资基金,SAXN64,2
远和可期1号,远和可期1号私募证券投资基金,SAYF68,2
平凡臻选1号,平凡臻选1号私募证券投资基金,SAXS89,2
钰泰琥珀成长2号,钰泰琥珀成长2号私募证券投资基金,SAXZ30,2
远和可享1号,远和可享1号私募证券投资基金,SAYS39,2
添禄投资添增一号,添禄投资添增一号私募证券投资基金,SAWM31,2
乾上泉CTA风起一号,乾上泉CTA风起一号私募证券投资基金,SAYS34,2
正仁择时量化选股二期,正仁择时量化选股二期私募证券投资基金,SAYS38,2
朴时元宝灵动配置一号,朴时元宝灵动配置一号私募证券投资基金,SAYK94,1
量盈新质生产力进取一号A类,量盈新质生产力进取一号私募证券投资基金A类份额,ATF70A,2
弈倍光耀量化精选一号,弈倍光耀量化精选一号私募证券投资基金,SAWV46,1
微观博易-宝途二号B类,微观博易-宝途二号私募证券投资基金B类份额,ACS58B,2
凯读投资中证2000指数增强1号B类,凯读投资中证2000指数增强1号私募证券投资基金B类份额,LJ801B,2
瀚鑫纸鸢低波,瀚鑫纸鸢低波私募证券投资基金,SAZF25,2
添禄量化股票策略5号C类,添禄量化股票策略5号私募证券投资基金C类份额,ARW21C,2
积沐量化精选,积沐量化精选私募证券投资基金,SAZS68,2
众量资产添运进取1号,众量资产添运进取1号私募证券投资基金,SAZJ17,2
朴时元宝灵动配置一号B类,朴时元宝灵动配置一号私募证券投资基金B类份额,AYK94B,2
顽岩量化选股3号,顽岩量化选股3号私募证券投资基金,SBAM95,2
绵烁群鹰1号,绵烁群鹰1号私募证券投资基金,SBAK44,2
绵烁土龙1号,绵烁土龙1号私募证券投资基金,SBAK45,2
坤望量化优选1号,坤望量化优选1号私募证券投资基金,SBAP99,2
涌涵中证1000指数增强1号,涌涵中证1000指数增强1号私募证券投资基金,SAYZ67,2
积沐专享1000指增6号,积沐专享1000指增6号私募证券投资基金,SBAS29,2
德合科技成长增强一号,德合科技成长增强一号私募证券投资基金,SBAS32,2
凯读青山B类,凯读青山私募证券投资基金B类份额,XW242B,2
坤望中证1000指数增强5号,坤望中证1000指数增强5号私募证券投资基金,SBBL80,2
哈希量选1号,哈希量选1号私募证券投资基金,SBCE63,1
创世纪顾锝灵活多策略1号,创世纪顾锝灵活多策略1号私募证券投资基金,SBDC67,2
凯读投资稳健5号A类,凯读投资稳健5号私募证券投资基金A类份额,SU948A,2
太衍光年中证2000指数增强2号,太衍光年中证2000指数增强2号私募证券投资基金,SBCA75,2
龙旗科技创新精选18号,龙旗科技创新精选18号私募证券投资基金,SBCR67,2
宁涌富春分8号,宁涌富春分8号私募证券投资基金,SBEL19,2
太衍中子星1号,太衍中子星1号私募证券投资基金,SBCJ63,2
奇盾全市场配置1号,奇盾全市场配置1号私募证券投资基金,SBDJ10,2
恺俊新锐1号,恺俊新锐1号私募证券投资基金,SBBY84,1
正仁择时量化选股六期,正仁择时量化选股六期私募证券投资基金,SBCY08,2
恺俊新锐1号B类,恺俊新锐1号私募证券投资基金B类份额,BBY84B,2
正仁择时量化选股四期,正仁择时量化选股四期私募证券投资基金,SAZL72,2
宁涌富春分8号A类,宁涌富春分8号私募证券投资基金A类份额,BEL19A,2
君宜安鑫,君宜安鑫私募证券投资基金,SBHK42,2
正仁择时量选听涛二号,正仁择时量选听涛二号私募证券投资基金,SBHP32,2
国联证券陆联2号FOF,国联证券陆联2号FOF单一资产管理计划,SBMN52,2
